|tweet_id|tweet_text|label|set
23|1250391115208982528|Embajador Buchan: la Embajada de EE. UU. en Madrid ha proyectado la bandera española en su fachada en solidaridad con el pueblo español por la lucha contra la #COVID19. En estos momentos oscuros, la relación entre #EEUU y #España como socios, amigos y aliados sigue brillando🇺🇸🇪🇸 https://t.co/beXpnEyNAJ|1|train
24|1274793643250003968|No hay una sola palabra en este tuit que no sea mentira.|0|train
25|1291526149613522944|@Ernesto_Fado @Cascabullo48 @europapress Vale... Creí que era la única que se había quedado pillada con la frasecita...  Si es difícil... Que no lo intenten, creo que hay gente más preparada en otros sitios, no veo que sean capaces de multitarea... O pandemia o cambio climático, lo más urgente es la pandemia...|0|train
26|1247261732906635265|"📌7 Abril #diamundialdelasalud  📌@WHO lo dedica a las enfermeras, con el lema ""Apoye a las enfermeras y matronas"" destaca algunos objetivos #NursingNow 2020 📌En pandemia #Covid_19 su labor es esencial!💪 #QuedateEnCasa #EsteVirusLoParamosUnidos @saludand https://t.co/vRBpcUGXY9 https://t.co/4HjVZ8hyGN"|1|train
27|1269674365202903040|Ya no es que sea desleal, es que demuestra una indigencia intelectual insultante:  ¿Cómo puede poner en el mismo tuit que Sánchez oculta muertes y a la vez usar el INE o Instituto Carlos III, que dependen del Gobierno de Sánchez, para argumentarlo?  España se merece otra derecha|0|train
28|1273248726455398400|@ctabuyoiOS @Xixonto1 @Kusumoto_Ine @CRossanacoll @mavidonate @cfranganillo @telediario_tve ¿Y como se explica usted que en China, sin ver venir la pandemia muera menos gente que en otros países?|0|train
29|1249619057088892933|"▶ @IdiazAyuso en @elprogramadear: ""Hay que ir contra esta epidemia, evitar que esto vuelva a suceder. Hay que tener una estrategia clara como país"". https://t.co/zFm1KswWaI"|0|train
30|1247854501568172032|@okdiario Nuestros gobernantes son el peor de los virus|0|train
31|1275423796304936960|Recuerda: la celebración de la Noche de San Juan está suspendida.  Para evitar aglomeraciones e impedir un foco de contagio del #COVID19, el acceso a Las Moreras y La Rosaleda queda prohibido y estará vallado. https://t.co/Ff8NqnKkT4|0|train
32|1262282832799506434|Animales que colaboran más que algunas personas...  Cuidemos de ellos #EsteVirusLoParamosUnidos https://t.co/6y20jWuSqH|0|train
33|1272165619752894466|No vamos a tener control de temperatura en los aeropuertos ni pasaporte sanitario.   Vamos a ser otro puto coladero como antes del matadero del 8M.   El gobierno va a conseguir que el pasado confinamiento no vaya a servir para nada.   Malditos inútiles.|0|train
34|1277208895958716416|¿Cómo evolucionará la pandemia de COVID-19? https://t.co/T0nLNAF0C9 via @IyC_es https://t.co/Fh15PdPSlZ|0|train
35|1267886360301572096|Tanta gente quedando y haciendo de todo y yo preocupado en mi casa de que acabe ya la puta pandemia esta... estoy hasta la bolsa escrotal de esto.|0|train
36|1251525011740995584|➡️ La orden publicada el viernes en el @boe establece que las CCAA envíen datos más detallados para entender mejor la evolución del #COVID19.  ➡️ Las CCAA están en periodo de transición para adaptar sus sistemas de información.  https://t.co/pGQjaSlZld  #EsteVirusLoParamosUnidos https://t.co/QnFaIssfY3|0|train
37|1253246664556654592|🚨ACTUALIZACIÓN: @policiapinto lleva en total 442 sancionados y 5 detenidos por incumplir #estadodealarma. Las sanciones pueden ir de los 600 a los 30.000€  #coronavirus #QuédateEnCasaPinto #PrevenciónenPinto|0|train
38|1265551847659618311|@AguilarFria Lo sé, pero no me dejan quitarme la mascarilla en la calle, mis suegros son de riesgo y los tenemos blindados|0|train
39|1278786926858960896|@CHIQUITAREINONA El o la de la mascarilla de España es facha, los demás bien.|0|train
40|1250899251212750850|🔴 Madrid asegura que han muerto 10.326 personas por coronavirus y no 6.877 como dice el Gobierno.  La Comunidad de Madrid asegura que el Gobierno deja fuera a los fallecidos en residencias, en domicilios o en la vía pública.  #BulosGubernamentales   https://t.co/6yo9YI3nJi|0|train
41|1254374505650237441|"De los creadores de ""El gobierno es un asesino que reaccionó tarde a la pandemia"", ""Abajo el confinamiento"" y ""El estado de alerta es un golpe de estado camuflado"", llega la próxima gran producción: ""El gobierno es un asesino por dejar salir a los niños"". Próximo estreno..."|0|train
42|1251885738867785728|"Trump ya da un paso más señalando a China por el covid dejando claro que ""si se demuestra que no ha sido accidental, debe haber consecuencias"", y es curioso que todo esto surja cuando parece que estamos en un momento de cambio con China subiendo y EEUU en problemas..."|0|train
43|1281554606892503041|Recuerda que aún quedan unas poquitas plazas para algunos de las semanas de talleres de @etopia_kids , inscripciones  abiertas en https://t.co/ZFXYWlZ9TD|0|train
44|1247071533916475392|Terminadas las Leyendas de Andor, matamos en el último día al dragón y salvamos el castillo 😎. Valoración a 2 jugadores: Divertido, emocionante y épico. Para nosotros uno de los juegos que más nos hemos divertido en pareja. #YoMeQuedoEnCasa #Patucasadragon @DevirIberia https://t.co/qeLf7tDi9a|0|train
45|1249863551600267264|"Denuncian a un médico que cuestionó ""si vale la pena salvar rojos del coronavirus"" https://t.co/khKFmA6LRj"|1|train
46|1261880714783453184|Para Jalisco, la plataforma de @SSalud_mx reporta 7 muertes por #Coronavirus en las últimas 24 hrs y 29 casos nuevos. Récord de defunciones en un sólo día  📌76 muertes 📌796 casos confirmados 📌232 activos  📌778 sospechosos https://t.co/925SdXkOEx|0|train
47|1268446467204710405|1.150 trabajadores han sido afectados por el virus. No hubo muertos entre los sanitarios de este centro, pero no hay datos sobre cuántos fueron ingresados en planta o UCI https://t.co/waCQAm4Hm4|1|train
48|1291362193846542340|Los ingresos hospitalarios se multiplican por 10 en un mes y aumenta la presión en Atención Primaria  https://t.co/f3hgxENcky|0|train
49|1249842048041132032|También lo leí y creo que has olvidado un detalle en tu Twitter, la cuarentena de maduro no fue por el coronavirus, igual pienso que no es bruto y creo que se confunde inteligencia con capacidad|0|train
50|1243619185084768259|Madrid utilizará la Ciudad de la Justicia como segunda morgue para acoger a los fallecidos por coronavirus https://t.co/XcKNz0tlC0|0|train
51|1269561578896207872|¿Recuerdan a Pablo Casado exigiendo una paga extra para los sanitarios por su labor frente a la pandemia? Pues nada, que su partido en Andalucía no sólo no se la va a dar, sino que acaba de hacer un recorte en su sueldo por productividad. Así todo. https://t.co/JPrqSHcC5I|1|train
52|1278628396415754240|“Necesito tu ropa, tus botas y tu mascarilla.” https://t.co/L6Vhax0Tjf|0|train
53|1264885356626948097|El ministro del Interior, Fernando Grande-Marlaska, destituye al coronel de la Guardia Civil de Madrid Diego Pérez de los Cobos por un informe de la causa que investiga 8M y #COVID19 https://t.co/8VPubBO7Yk Por @pedroagueda https://t.co/JJVPPh7Rn8|1|train
54|1246759619873198080|¡INDIGNANTE! 📢  La policía nacional ha permitido que esto tuviera lugar esta mañana en #Madrid sin autorización de ningún tipo.   Es evidente que la ley no es igual para todos.   #Covid_19 #EsteVirusLoParamosUnidos  #QuedateEnCasa #PoliciaNacional  #CoronavirusARV  @policia https://t.co/La8lq9crH5|1|train
55|1287877629022896128|me multaron hoy por llevar esta mascarilla... enfin... me dijo que no la llevaba.,, https://t.co/oE4Uvphq3w|0|train
56|1253644947984703488|Ésta es la reacción de la doctora  Birx's cuando el President Trump dice a su asesor científico que estudie utilizar luz UV sobre el cuerpo de las personas y que les inyecte un desinfectante contra el coronavirus.  #FelizFinde https://t.co/VGJkiOm2W1|1|train
57|1282640185310806017|"""El pico de la pandemia en Bogotá será a mediados o a finales de agosto. Vamos a pasar todos juntos, de la mejor manera posible, por el filo de la muerte"", dice la alcaldesa de la ciudad, @ClaudiaLopez, en @rcnradio."|1|train
58|1288507478444060673|"Ojo con esto que acaba de sacar Nature:  👉🏽 Un 35% de las personas que NUNCA han pasado el covid, tienen linfocitos-T frente al virus!  👉🏽 Los coronavirus del resfriado común pueden haber ""entrenado"" el sistema inmune de un tercio de la población!  https://t.co/PDb3JZnty0 https://t.co/QvVa6WesEv"|0|train
59|1263401267877031936|@juan16carlos @AlbertoCarlier @oculus No sé que me mola mas de esta foto: las Oculus, ver a @juan16carlos sudando la camiseta o que no había distancia de 2 metros ni mascarilla|0|train
60|1270101995697967104|"En Suecia en el #BlackLivesMatter una periodista pregunta por la propagación del #coronavirus a una participante en la protesta, y su respuesta:  ""No me importa que mueran personas blancas por #COVID19, esto es más importante""😳😱 https://t.co/NmXKTDtWUL"|1|train
61|1264078228903395328|Mientras en mi país libramos también una dura batalla contra el #COVID19, no podemos olvidar que nuestros amigos también nos necesitan. Por eso, #ElSalvador es uno de los primeros países a los que hemos donado estos valiosos equipos que salvan vidas. #SocioConfiable https://t.co/dQoLZVYPJY|0|train
62|1269630296556781568|@jramonfernandez #sanitarioslivesmatter #SanitariosNecesarios Protesta legítima!! Pero no es el momento, no con una pandemia activa que se contagia en aglomeraciones. No para está ni para ninguna otra manifestación.|0|train
63|1254671869082558464|La @CME_es y @Entreculturas lanzan la #iniciativa #LaMejorLección para que no haya niños que se queden atrás en esta situación de #Confinamiento #BrechaDigital #Desigualdad #Educación https://t.co/GGKc3LYnWf|0|train
64|1255591901887180801|“Ya no voy a subir más fotos de mi hija dando ánimos. Me acaba de enviar esta foto y esta es la EPI que lleva.UNA BOLSA DE BASURA.Donde está sólo hay pacientes covid.28-4-20 Podéis compartir o seguir aplaudiendo...Mis aplausos ya los tiene.Ahora toca otra cosa” M. Medrano, médico https://t.co/a3kVWimRjG|1|train
65|1280580281221754885|Nuestra aportación al ApS en tiempos de coronavirus reunida en una sola imagen interactiva https://t.co/kiWkXmD3sD @UNICEF_EDU @EducaAnd @AshokaSpain @REDestatalAPS @redAndaluzaECG @Ayto_Sevilla @RodrigJG|0|train
66|1282573658494509059|En Lleida no hay brote ni rebrote, desde hace unos días hay epidemia.  La 'consellera' Alba Vergés miente. “Los brotes no están controlados, no se realizan PCRs a personas que han mantenido contacto directo con infectados de covid-19” https://t.co/UhTnTPa647|1|train
67|1277368392803065857|El Viso del Alcor, 00:00 horas, 28 de junio de 2020. Acabo de ver a más de 100 jóvenes apelotonados, y yo con mi abuelo que murió hace poco por Covid-19 y tres meses sin poder dar clases en el cole por culpa del Covid-19. Indignado es poco. https://t.co/RizJu4lovb|0|train
68|1255746815523258368|Cronograma orientativo para un escenario optimista d desescalada, hacia una #NuevaNormalidad: Se hará en función del control d la epidemia en cada provincia y a la velocidad q permita la situación sanitaria d la zona.  Tendrá 4 fases de mínimo 2 semanas. #EsteVirusLoParamosUnidos https://t.co/L2WfMPnWia|0|train
69|1256239220806557696|"Nuestro patrocinador ""Imprenta Noval"" suministra material de seguridad para la Covid-19  a parte de sus servicios habituales. ¡No dudes en llamarles!  #comercioLocal #unEquipoUnPueblo #covid19 #asturias https://t.co/dbhhaHJT2Z"|0|train
70|1263931344872144896|El mando de la Ertzaintza multado por la Guardia Civil en Castro por romper el confinamiento devuelve el coche oficial https://t.co/kGDE018YHU|1|train
71|1249789241174953986|#NoHayAñoSinBando  Que suene ya 'La Parranda', ese canto a #Murcia #YoMeQuedoEnCasa  https://t.co/G8ohe4jqog|0|train
72|1254203775620976641|Las risas aseguradas|0|train
73|1291907558102491147|@gremoenzo @iamhelenuki La vida de los feos, pensaba que con la mascarilla iba a ser mejor pero..... no es así|0|train
74|1284349366996738049|@UrielMoronx Ni más ni menos.... Pero el covid no existe, es un invento (todos los días escuchó a alguien de león decirlo) 🙄|0|train
75|1257326301423308802|Algo se me escapa del debate sobre el estado de alarma. Teniendo que asumir medidas de confinamiento, de limitación de la movilidad y de distanciamiento social ¿cuál es la ventaja de acabar con el estado de alarma ahora y no dentro de unas semanas?|0|train
76|1245314523055247360|"Coronavirus: Vídeo: El PP de Madrid acusó de ""ladrar"" a los trabajadores que denunciaron el caos en las residencias de ancianos https://t.co/PQFgS5rizK"|1|train
77|1281885777807499264|Muy interesante esto que cuenta el gran @javisalas en @materia_ciencia sobre cómo la OMS está dando marcha atrás y empieza a reconocer la transmisión del virus por aerosoles. https://t.co/svP4WAfQaU|0|train
78|1269886279468056578|Salir a manifestarse por George Floyd en plena pandemia. Quedarse en casa tras el Tarajal. España, donde hasta la solidaridad y la indignación están lobotomizadas por el imperialismo estadounidense.|0|train
79|1260692720236052484|@El__Yayo Se creen intocables. Todavía no saben que el virus no distingue, aunque se puedan pagar el tratamiento.|0|train
80|1279823705414213634|Estudian con láser qué mascarillas de tela son más efectivas (y cuáles menos) contra el coronavirus https://t.co/UgeaoE8L58 a través de @flipboard|0|train
81|1249456306316103680|"Tendríamos que empezar a revisar términos como ""vencer"" o ""superar"". Una epidemia que se llevará más allá de 20.000 ciudadanos y sumirá en la pobreza a cientos de familias, pasará, terminará o acabaremos sobrellevándola. Vencer hubiese sido otra cosa. Menos coaching emocional."|0|train
82|1252681863891746817|El plan de Ámsterdam para relanzar su economía ante el coronavirus apuesta por romper con el actual modelo de consumo  https://t.co/bxZhy71m8D vía @ballenablanca_|0|train
83|1269552363699830790|Una gran lección de esta pandemia es la humildad. No sabíamos muchas cosas del virus y hemos ido aprendiendo. Lo que reclama la sociedad es unidad. La unidad salva vidas, la unidad salva empleos. https://t.co/GDmzvDT9Be https://t.co/dFD3WNh4oM|0|train
84|1267195029719863297|Me estás diciendo que en este año hemos pasado por incendios en toda Australia, incendios en Chernobyl que han elevado la radiación, Kim Jong-un casi se muere, grandes disturbios anti-racistas en EEUU, Anonymous ha vuelto después de 3 años... EN MITAD DE UNA PANDEMIA MUNDIAL? Ah|0|train
85|1246967489738813440|"Otras personas cuando acabe el confinamiento || Yo https://t.co/ayCTmWe6Hd"|0|train
86|1250207505252265989|Judy y el confinamiento. Dia 31. Mona de Pascua. Hoy es lunes de Pascua. Acaba la Semana Santa. Es el Dia de la Mona. Judy no cuenta con sus padrinos, así que ha comprado la Mona para sus padres y ella. Estaba todo muy bueno... https://t.co/96MjVAYmyk|0|train
87|1249767489338322947|"🔴""El Bloqueo de EEUU mata""  Empresa de EEUU compra dos firmas suizas fabricantes de ventiladores pulmonares y suspende ventas a Cuba en plena pandemia. Par ver el resto de la noticia👇 https://t.co/nrzGsT0tt4 #CubaSalva #ElBloqueoMata https://t.co/iQg0vfkGxc"|0|train
88|1288786610675425280|@elengalor @NuriaBlanco13 @Irenerr32 Han cancelado concierto algobenda x el covid|0|train
89|1276196546695106562|Me encantaría saber,  como hacen esas diferencias. La Protección de pablo iglesias turrión o mejor dicho del espécimen de Arnaldo Otegi quien la paga  Sólo quiero recordar que estamos en un estado de derecho si, no os gusta ahí estas las fronteras de España. #COVID19 #FelizVerano|0|train
90|1262048013591207939|"Alemania advierte que el coronavirus está ""impulsando los autoritarismos"": ""Aquí mismo, en el corazón de Europa, estamos viendo cómo las medidas de emergencia están siendo utilizadas para recortar el Estado de derecho"" https://t.co/1IVP083bLr"|0|train
91|1270337002714673161|Ojalá superar las cosas igual de rápido q Ceuta al covid|0|train
92|1252234961156882433|Sánchez tardó 5 horas  en decretar el luto nacional tras la muerte de Rubalcaba. Oficialmente 20.000 personas han fallecido en España por COVID-19. Podrían ser el doble. A qué espera Sr. Presidente?|1|train
93|1269540491491782656|Interesantísima radiografía de @javisalas y @Mariano_Zafra de tres brotes de coronavirus en una oficina, un restaurante y un autobús: así se contagiaron y así podemos evitarlo https://t.co/foIsffEQUJ vía @el_pais|0|train
94|1250564818056118273|Según un reciente estudio de la Universidad de Oviedo, haber decretado el confinamiento domiciliario el 7 de marzo habría reducido el número de contagiados más de un 60%. Por consiguiente, habría podido salvar hasta 14.500 vidas. https://t.co/U7OK3AosI6|0|train
95|1256412541904998400|@DGobiernoMadrid Gente que no sabe hasta cuándo tendrá para comer por no poder trabajar, familiares de fallecidos que no han podido ni acudir a su funeral, todo el mundo sufriendo las consecuencias del confinamiento... y esta sinvergüenza montando una fiesta. #AyusoDimision #AyusoInvestigada|0|train
96|1264817186104913928|Hoy a las 20h, concentración en tu centro de Salud. Por la defensa de la #SanidadPública :Recuerda respetando las medidas de Seguridad y con tu mascarilla. https://t.co/aMJvBrZl23|0|train
97|1263357908554833920|"Coronavirus | Bruselas da un toque a España por poner su sanidad al límite https://t.co/tcI7s8PkoG"|0|train
98|1258236465739431939|Quienes no consideran necesaria la mascarilla y la distancia de seguridad deberían ver a los enfermos de Covid-19 en una UCI. Deberían trabajar allí, embutidos en un buzo, con guantes y gafas protectoras todo un día. Y pensar en el dolor de no poder despedirse de los fallecidos.|0|train
99|1255811141604868097|Hoy damos las gracias a todo el personal sanitario y a los conductores de ambulancias que os estáis esforzando para atendernos sin descanso.   #Héroes  #LasCámarasATuLado #EmpresasATuLado #EsteVirusLoParamosUnidos https://t.co/WdOT6BVFou|1|train
100|1269180698180583425|Es increíble que haya visto antes una pandemia mundial que un meme gracioso de los zurdos.|0|train
101|1289804106144473088|@rtve ALGUIEN sabe si algún familiar de Manolo ha fallecido? Y Manolo, ha sobrevivido al Covid?  Alguien sabe si Manolo ha perdido su trabajo?  ha cobrado el ERTE?|1|train
102|1280812793734840320|Mucho ánimo y mucho sentidiño! Hoy son los de A Mariña, mañana podemos ser cualquiera... 😔 #COVID19 #AMariña https://t.co/u3QEcWfbNa|0|train
103|1279212816839385090|Hasta pronto hermano!!! El #COVID  mata cuidense  #SOSNicaragua   #Covid_19  #managua #Nicaragua https://t.co/02lgcvpcO6|0|train
104|1249614109219397633|Os lo digo muy claro: Los 2.871 fallecidos en Alemania ¡SON MENTIRA! Es ¡IMPOSIBLE! que con 125.452 afectados sólo haya un 2,28 % de fallecidos. ¡Será otro coronavirus! Ahí lo dejo...|0|train
105|1264273607460610049|Día 33.  Fernando Simón ha asesinado a Santiago Abascal como medida definitiva para acabar con el Coronavirus.  Quedan 5 españoles vivos. https://t.co/xYWnf1hFeA|0|train
106|1264354436153040907|ahora no solo me obligan por ley a usar mascarilla, si no que tambien, si no llevo pantalones y me masturbo en publico me detienen. impresionante como estan las cosas en españa... que es lo proximo? que frote las pelotas contra una barandilla y me taseen? Asi va españa señores|0|train
107|1256179515635781632|La vacuna del Covid-19 necesitará la capacidad de los cuatro grandes fabricantes https://t.co/vntd41cl28 vía @CincoDiascom @SanofiES @pfizer_spain @GSK_ES @MSDEspana|0|train
108|1288394840330428422|España adquiriendo el mood de Marge Simpson disfrutando de las vacaciones y preocupándose del coronavirus al mismo tiempo. https://t.co/lSKG7EtVIr|0|train
109|1292618940963860480|López no tienes derecho a festejar las fiestas patrias, México está de luto por los homicidios y los muertos del covid-19. Renuncia!|0|train
110|1253216898352844807|La pandemia del COVID-19 ha eliminado del paisaje las casetas del Día del Libro, una fecha clave para un sector que siempre ha sido frágil y que espera salir de esta como ha hecho con otras crisis #coronavirus   https://t.co/Z0GMrOyIM2|0|train
111|1265568545901105160|@sexandcoffee__ Van a subir las muertes.. y no por el virus! PARA! 😔😜😍😍|0|train
112|1254979680266080256|Logramos entregar 330K botellas de gel antibacterial al  @Tu_IMSS en apoyo a la lucha contra el COVID-19. No podemos detenernos ahí, es momento de dar más #PorNuestroMéxico #ModeloXMéxico https://t.co/uDivwaBn3G|0|train
113|1257975545289211905|@tonyescribano Cobran dietas por desplazamiento @Congreso_Es y van a dormir a su casa, ahora saltadose el #EstadoDeAlarma|0|train
114|1247162541870067712|Me encantan todas las movidas de Twitter, esta comunidad me hace más ameno el confinamiento 😂😂😂|0|train
115|1251133561572384768|La situación de las RESIDENCIAS DE MAYORES debe ser una PRIORIDAD. Urge atender y proteger a nuestros mayores.  La Fiscalía abre investigación penal a 38 residencias.   La Comunidad Madrid con 19 investigaciones, es la comunidad más afectada.  https://t.co/AL9qpkwfK5 https://t.co/fCXx5ir0wd|0|train
116|1255550814434799616|Una menor violada en Cieza, la violación es retransmitida por Instragram y parte de la sociedad debatiendo y preguntándose por qué se había saltado el confinamiento. Que asco de verdad.|0|train
117|1268932355034619906|SEGUIMOS SUMANDO.... DECEPCIONES.   Es solo una más.  1. Fulminados del protocolo de exposición al riesgo de M. Sanidad.  2. Fulminados del RD 19/20 sobre enfermedad #COVIDー19 en acto de servicio de  #FYCSE   3. FULMINADOS DE la LEY #EquiparacionYA  4..  @jusapol @jucilnacional https://t.co/rUsgiCkBUX|0|train
118|1268447993533009920|La España vaciada saca pecho en la pandemia: el sector agroalimentario y los menores contagios refuerzan la economía rural #gastronomia #recetas https://t.co/Z3YO2mcmtz|0|train
119|1276183371174076416|El Gobierno y los agentes sociales han logrado cerrar un acuerdo para prorrogar las condiciones de los ERTE relacionados con el COVID-19 hasta el 30 de septiembre https://t.co/4EtqHxY40p|1|train
120|1283326503196012544|Ya me informaron dq Zaragoza sería el epicentro del segundo confinamiento. De momento, el libro de ruta va bien. Han cogido a unos temporeros de las nectarinas y ciruelas y les han dicho: Al hospital unos días a pensión completa y aire acondicionado FARSA  https://t.co/lyIo986PgC|1|train
121|1268928849024299009|Mi padre tiene una carpintería en Lucena, fabrica muebles muy bonitos con madera de pino pero con la crisis del sector y el COVID-19 apenas hay trabajo. Queremos dar a conocer la carpintería familiar, es nuestra ilusión, twitter por favor haz tu magia.   Se agradece difusión🙏🏼 https://t.co/382IsfgQCN|0|train
122|1249421283990933507|os imagináis la última noche de confinamiento? es que me va a doler la tripa de los nervios de solo imaginarme que al dia siguiente vamos a poder salir fua|0|train
123|1262285203042643970|"Francisco Igea, vicepresidente de Castilla y León, acusa a la Comunidad de Madrid de hacer ""trampas al solitario"" con respecto a los datos manejados para pasar de fase en la desescalada del confinamiento  https://t.co/pgGi0XPONb https://t.co/aXV9k7YByh"|1|train
124|1264920982474625025|Cuando conviertes en noticia de primera plana tu desconsideración, tu irresponsabilidad y tu más absoluto desprecio a todos los afectados por esta pandemia. https://t.co/lTG6lI6pWd|0|train
125|1250362913380073472|Lo de Macarena Olona de V🤮x es de una desvergüenza insufrible. Venezuela,  socialcomunistas, Ferreras, Ana Pastor y Roures... ¿y el #covid19 ?|0|train
126|1250528021792075779|🛑No todo va a ser información del Fuenlabrada. El confinamiento me ha permitido retomar mi blog 'Con yardas y a lo loco' de fútbol americano, mi otra gran pasión. 🏈COMPAÑEROS DEL OVOIDE, REUNÍOS. https://t.co/tpkrtTbvmw|0|train
127|1252855575622283264|Era justo lo contrario a tí Javier! Sólo teníais en común la profesión. Por tí José Mari ❤️|0|train
128|1263563856753954817|Un mensaje para los que se ponen mascarilla por debajo de la nariz: es como ponerse un condón en un huevo, lo llevas, si, pero no sirve para nada.|0|train
129|1254873786849132546|#Covid_19 🔴#China En Pekín, Shanghai y Cantón se han reabierto los institutos pero sólo para los que en julio se presentarán al Gaokao, la selectividad china. Mascarillas, controles de temperatura, códigos QR..Así es la vuelta al instituto @telediario_tve https://t.co/pFELbLKuO0|0|train
130|1251421714543783936|📺 @astro_duque y Fernando Simón están respondiendo a las preguntas e inquietudes que muchos niños y niñas han enviado en el proceso participativo de la @platdeinfancia   #LaInfanciaPregunta|0|train
131|1256291054254469127|Más PROGRAMACIÓN PREDICTIVA de la #PLANdemia:  -Película de Batman -Bane (el villano) usaba una máscara = 😷 -Era él vs. Batman -COVID-19 inició -&gt; murciélago -Bane cerró la ciudad y toda actividad (cuarentenas) para eliminar al héroe-murciélago 🦇 -Trump, news, nueva moneda, etc https://t.co/HW7rRSeYWc|0|train
132|1255794344356872194|📣 Hoy estamos más cerca de ti, más de la mano que nunca. Estrenamos nuestra cuenta de Twitter, pero no es solo nuestra. Frente al COVID19, estamos #AbriendoPuertas. Y ventanas y balcones... 🏳️‍🌈 🎥 Recuerda, ¡que el encierro no te meta en el armario!👇🏾 https://t.co/530qkupP2T|0|train
